#	Date	Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
1	04-02-2022	USA	77,861,669	+303,273	924,604 	+2,693	47,786,154	+237,992	29,150,911	21,021	233,050	2,767	913,272,956	2,733,541	334,098,877 	North America
2	04-02-2022	India	42,080,664	+127,952	 501,143 	+1,056	40,247,902	+230,814	1,331,619	8,944	30,022	358	735,804,280	524,958	1,401,643,083 	Asia
3	04-02-2022	Brazil	26,319,033	+219,298	631,069 	+1,068	22,617,665	+15,159	3,070,299	8,318	122,431	2,936	63,776,166	296,675	214,969,547 	South America
4	04-02-2022	France	20,388,390	+241,049	132,207 	+355	13,762,403	+324,316	6,493,780	3,641	311,254	2,018	231,648,947	3,536,412	65,503,940 	Europe
5	04-02-2022	UK	17,689,421	+83,898	157,984 	+254	14,977,096	+145,655	2,554,341	478	258,410	2,308	458,465,073	6,697,333	68,454,876 	Europe
6	04-02-2022	Russia	12,452,765	+168,201	334,039 	+682	10,449,181	+58,449	1,669,545	2,300	85,273	2,287	247,600,000	1,695,492	146,034,298 	Europe
7	04-02-2022	Turkey	12,051,852	+111,157	88,312 	+248	11,256,942	+83,536	706,598	1,128	140,487	1,029	133,140,413	1,551,999	85,786,387 	Asia
8	04-02-2022	Italy	11,449,636	+99,557	148,167 	+433	9,083,090	+210,353	2,218,379	1,440	189,815	2,456	174,643,465	2,895,284	60,319,977 	Europe
9	04-02-2022	Germany	10,778,829	+235,511	119,234 	+165	7,953,200	+84,000	2,706,395	2,274	127,997	1,416	89,622,218	1,064,254	84,211,334 	Europe
10	04-02-2022	Spain	10,274,653	+74,937	94,235 	+195	6,573,471	+93,007	3,606,947	1,880	219,620	2,014	66,213,858	1,415,320	46,783,671 	Europe
11	04-02-2022	Argentina	8,555,379	+40,094	122,439 	+287	8,035,415	+91,402	397,525	2,692	186,566	2,670	32,925,559	718,001	45,857,235 	South America
12	04-02-2022	Iran	6,520,707	+36,908	132,681 	+57	6,130,566	+9,213	257,460	2,085	76,081	1,548	44,694,344	521,477	85,707,243 	Asia
13	04-02-2022	Colombia	5,943,783	 +13,390	135,282 	+239	5,727,705	+19,434	80,796	342	114,861	2,614	32,389,527	625,911	51,747,818 	South America
14	04-02-2022	Poland	5,083,331	+47,533	106,306 	+246	4,152,725	+53,712	824,300	1,095	134,549	2,814	31,197,805	825,765	37,780,476 	Europe
15	04-02-2022	Mexico	5,068,985	+41,115	308,141 	+648	4,209,605	+44,335	551,239	4,798	38,667	2,351	14,286,258	108,978	131,093,121 	North America
16	04-02-2022	Netherlands	4,757,035	+68,916	21,313 	+3	3,202,015	 +24,483	1,533,707	228	276,646	1,239	21,107,399	1,227,506	17,195,358 	Europe
17	04-02-2022	Indonesia	4,446,694	+32,211	144,453 	+42	4,161,987	+7,190	140,254	748	15,987	519	73,660,662	264,837	278,136,336 	Asia
18	04-02-2022	Ukraine	4,213,675	+43,778	100,983 	+174	3,660,351	+9,497	452,341	177	97,281	2,331	18,404,417	424,902	43,314,534 	Europe
19	04-02-2022	South Africa	3,618,853	+2,778	95,766 	+221	3,473,120	+7,439	49,967	546	59,815	1,583	22,405,373	370,330	60,501,086 	Africa
20	04-02-2022	Philippines	3,593,782	+8,344	54,213 	+45	3,388,282	+10,357	151,287	320	32,114	484	27,345,917	244,364	111,906,702 	Asia
21	04-02-2022	Peru	3,331,290	+22,597	206,646 	+240	N/A	N/A	N/A	1,380	98,839	6,131	25,759,330	764,277	33,704,196 	South America
22	04-02-2022	Belgium	3,267,656	+38,027	29,185 	+53	2,104,152	+8,280	1,134,319	432	280,003	2,501	30,533,656	2,616,403	11,670,087 	Europe
23	04-02-2022	Czechia	3,181,910	+37,681	37,394 	+35	2,790,745	+53,784	353,771	196	296,249	3,482	50,763,494	4,726,284	10,740,677 	Europe
